provincia;Departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuitoEstado;InternetTipodeservicioGratuitoOtro;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Buenos Aires;CORONEL SUAREZ;Estatal;Rural;28;28;28; ; ; ; ; ;23;24;20;8;14;18;24;10; ;8;1;21;19;9;9;5;2;6;8;6;4; ;4;24;3;1;1;1;4;19;3;3;19;27;16;13;5;17;9;2;9;9; ; ; ;8;2;25;15; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Estatal;Urbano;53;53;53; ; ; ; ; ;43;40;26;15;21;23;41;19; ;13;4;39;26;17;12;6;3;10;10;11;9; ;5;39;5;7;10;2;27;16;3;6;43;45;28;29;12;32;10;11;22;19;1;1;1;15;7;42;34; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Privado;Urbano;8;8;8; ; ; ; ; ;8;8;6;3;8;6;8;6; ;3; ;8; ;1; ; ; ; ; ; ; ; ; ; ;2;6;2;1;7; ;1; ;8;6;6;4;5;1; ;7;1;1; ; ; ;5;3;6;4;4;4;3;4; 
Buenos Aires;DAIREAUX;Estatal;Rural;32;32;25;1;4; ; ;4;16;23;16;6;14;10;22;11; ;2;1;19;11;5;7;2;2;3;2;4;2; ;2;23;5;2;1; ;5;20;6;1;18;27;8;15;2;18;6;8;8;7; ; ;1;5;2;18;5; ; ; ; ; 
Buenos Aires;DAIREAUX;Estatal;Urbano;13;13;12; ;1; ; ; ;9;12;5;1;7;4;12;8; ; ;1;11;3;5;6;2;1;3;3;4;2; ; ;10;1;2;1; ;3;5;3;1;12;8;7;4;2;10;1;2;9;9; ; ; ;2;2;11;8; ; ; ; ; 
Buenos Aires;DOLORES;Estatal;Rural;16;15;9; ;5; ; ;1;9;13;4;1;2;4;13;7; ;4;1;10;2;1;1; ; ;1;1; ;1; ; ;8;2; ; ; ;2;8; ; ;6;9;2;3; ;8;5;3;5;4; ; ;1;3;1;8;3; ; ; ; ; 
Buenos Aires;DOLORES;Estatal;Urbano;24;24;24; ;1; ; ; ;19;21;10;5;9;8;21;10; ;7;2;20;12;6;5;1; ;2;3;4;2; ;2;17;4;3;6;1;16;2;5;3;22;19;13;15;8;6;15;3;15;15; ; ; ;7;5;19;12; ; ; ; ; 
Buenos Aires;Enmascarado;Estatal;Rural;18;18;18; ; ; ; ; ;12;14;7;3;7;3;14;5; ;1;1;15;6;5;4; ; ; ; ;1;1; ; ;15;2;1;3;1;11;5;1; ;17;13;8;3;1;8;5;5;7;7; ; ; ;1;1;14;8; ; ; ; ; 
Buenos Aires;Enmascarado;Estatal;Urbano;15;15;15; ; ; ; ; ;10;11;4;5;5;4;13;11; ;2; ;14;6;5;6; ;1;3;3;5;2; ; ;7;6; ;1; ;9;3;2;2;12;10;8;7;1;8;5;2;6;5;1; ; ;2;1;15;10; ; ; ; ; 
Buenos Aires;Enmascarado;Privado;Rural;55;54;54;4;1; ; ; ;47;46;37;26;35;30;47;31; ;5;8;46;1;17;19;7;12;14;10;10;9; ; ;2;11;37;9;4;23;10;10;7;50;30;28;29;27;4;8;42;22;15;2;2;3;24;23;37;31;9;18;13;27; 
Buenos Aires;Enmascarado;Privado;Urbano;105;103;103; ; ; ; ; ;98;93;57;49;71;69;99;58; ;21;6;94;14;32;27;7;12;30;25;25;21; ;7;1;6;94;22;3;70;7;13;14;100;83;57;59;37;7;2;94;44;31;6;6;1;41;37;82;71;9;32;33;38;8
Buenos Aires;ENSENADA;Estatal;Urbano;42;42;42; ; ; ; ; ;28;37;20;4;12;11;40;12; ;8;5;30;12;11;13;2;1;5;6;6;3; ;2;41; ; ;5;3;30;2;6;5;41;35;29;21;10;21;9;12;18;17; ; ;1;10;6;42;30; ; ; ; ; 
Buenos Aires;ENSENADA;Privado;Urbano;11;9;9; ;2; ; ; ;8;7;2;2;6;3;9;6; ;2;1;9;1; ; ; ; ; ; ; ; ; ; ; ;1;8;3; ;8; ;2;1;9;7; ;6; ; ; ;9;1; ; ;1; ; ; ;3;2; ;3;3;3; 
Buenos Aires;ESCOBAR;Estatal;Urbano;110;110;109; ;1; ; ;1;79;96;44;16;23;29;98;21; ;7;13;93;26;14;19;5; ;2;7;12;3; ;1;88;7;5;17;11;57;11;11;13;98;73;48;41;24;63;32;15;51;41;1; ;9;29;23;92;61; ; ; ; ; 
Buenos Aires;ESCOBAR;Privado;Urbano;116;116;115;10;2; ; ;1;80;91;67;67;69;57;108;46; ;21;12;103;29;6;17;7;10;13;11;13;7; ;3;1; ;111;35;10;68;15;9;20;111;83;34;66;40;3; ;113;49;10;21;14;4;42;37;61;35; ;13;13;16; 
Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;129;129;129;1; ; ; ; ;113;112;73;21;55;57;122;63; ;17;5;116;29;50;35;14;4;21;21;30;19; ;6;111;6;4;21;8;78;15;11;12;119;92;79;58;20;101;18;10;79;78; ; ;1;32;16;116;92; ; ; ; ; 
Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;78;73;73;10;3; ; ; ;66;60;48;45;56;48;70;43; ;23;9;70;10;3;3;1;3;3;2;2;2; ;2;1; ;72;20;7;51;6;4;13;72;51;13;46;46; ; ;73;44;16;12;14;2;47;41;28;18;2;21;18;15; 
Buenos Aires;EXALTACION DE LA CRUZ;Estatal;Rural;19;19;19; ; ; ; ; ;10;14;6;2;7;10;16;3; ; ; ;11;6;4;4; ; ;2;3; ; ; ; ;14;4;1;5; ;8;8;2;2;15;14;4;5;2;14;1;4;8;7; ; ;1;3;1;14;8; ; ; ; ; 
Buenos Aires;EXALTACION DE LA CRUZ;Estatal;Urbano;24;24;24; ; ; ; ; ;21;20;7;3;7;11;20;3; ;2;2;20;8;7;8;2;1; ;4;3; ; ; ;15;9; ;2;3;11;5;7;3;20;13;9;7;4;20;2;2;11;10; ; ;1;3;2;18;14; ; ; ; ; 
Buenos Aires;EXALTACION DE LA CRUZ;Privado;Urbano;10;10;10;3; ; ; ; ;10;9;7;6;8;6;10;6; ;3; ;10;2;2;2;2;2;2;2;2;2; ;2; ; ;10;2;1;7;1; ; ;10;8;4;7;6;2; ;8;5;1;2;2; ;5;5;4;4; ;2;2;2; 
Buenos Aires;EZEIZA;Estatal;Urbano;92;90;90; ; ; ; ; ;71;66;29;16;25;23;78;31; ;6;6;76;23;18;23;6;3;10;10;11;11; ;1;77;1;3;17;3;46;8;13;16;75;60;39;31;14;51;17;22;50;43;1;2;4;14;9;65;54; ; ; ; ; 
Buenos Aires;EZEIZA;Privado;Urbano;54;49;48;19; ; ; ;1;39;42;30;29;27;20;47;26; ;15;5;46;5;6;2;1;4;5;2;6;4; ;3;2;1;46;25;6;28;8;7;9;49;41;20;34;21; ;1;48;20;9;7;2;2;24;18;24;16; ;7;6;9;1
Buenos Aires;FLORENCIO VARELA;Estatal;Rural;6;6;6; ; ; ; ; ;5;6;2; ;4;4;5;1; ;1;2;5;1;3;3;1; ;1;2;2; ; ; ;2;2; ; ; ;1;2; ;1;4;1;1; ; ;3;1;2;3;2; ; ;1;2;1;6;5; ; ; ; ; 
Buenos Aires;FLORENCIO VARELA;Estatal;Urbano;200;198;198; ; ; ; ;1;153;139;86;23;44;66;176;52; ;11;7;153;38;71;41;15;3;15;31;34;15; ;3;161;2;5;31;12;92;20;20;20;166;117;95;60;31;82;38;78;82;76; ; ;6;42;25;178;132; ; ; ; ; 
Buenos Aires;FLORENCIO VARELA;Privado;Urbano;88;87;87;8; ; ; ;1;81;60;49;45;47;48;78;35; ;17;4;82;3;22;5;4;7;9;11;10;6; ;1; ; ;84;34;3;54;9;6;14;83;42;23;38;36; ; ;87;23;13;1;6;3;36;29;49;31;2;30;28;28;2
Buenos Aires;FLORENTINO AMEGHINO;Estatal;Rural;11;11;11; ;1; ; ; ;10;7;5;2;4;4;10;5; ;1;2;10;5;3;2;1;1;1;1;1; ; ;1;7;3;1;1;1;4;7; ;1;9;9;3;5;1;7;2;2;2;1; ; ;1;1;1;6;3; ; ; ; ; 
Buenos Aires;FLORENTINO AMEGHINO;Estatal;Urbano;10;10;10; ; ; ; ; ;10;9;3;2;1;4;10;2; ;1;1;9;4;6;3; ;1; ;2;1; ; ;1;3;5;2;1; ;8;2;1; ;9;6;5;2;2;9; ;1;3;2; ; ;1;4;3;8;7; ; ; ; ; 
Buenos Aires;GENERAL ALVARADO;Estatal;Rural;13;13;11; ; ; ; ;2;10;8;5;1;4;5;10;4; ; ;1;9;1;4;3;2;1;1;2;4;1; ; ;10;2;1;2; ;3;9; ;2;9;8;4;2;1;8;3;2;6;6; ; ; ;2;1;6;4; ; ; ; ; 
Buenos Aires;GENERAL ALVARADO;Estatal;Urbano;33;33;33; ; ; ; ; ;26;26;20;5;12;13;30;15; ;3;5;23;11;8;5;2; ;4;5;5; ; ;3;21;3;7;6;1;13;7;7;3;30;20;13;11;9;22;8;3;16;12;1;2;1;15;8;25;17; ; ; ; ; 
Buenos Aires;GENERAL ALVARADO;Privado;Urbano;15;15;15; ; ; ; ; ;15;13;13;9;11;11;15;9; ;4; ;14; ;3;3;3;3;3;3;3;3; ;1; ;1;14;4;2;7; ;5;1;15;9;7;11;5; ;1;14;4;3; ;1; ;5;5;9;7;1;5;6;5; 
Buenos Aires;GENERAL ALVEAR;Estatal;Rural;28;28;25;1;3; ; ;1;14;23;7;3;9;11;24;12; ; ;1;10;13;2;4;1; ;2;2;3;2; ; ;26;1; ;2; ;1;23; ;2;13;24;6;8;3;14;8;6;14;14; ; ; ;6; ;22;7; ; ; ; ; 
Buenos Aires;GENERAL ALVEAR;Estatal;Urbano;18;18;17; ;1; ; ; ;12;13;5;3;8;10;11;9; ;2;1;15;6;6;6;1;2;6;6;3;5; ; ;13;4;1;1; ;8;8;2; ;12;17;11;11;3;8;4;6;11;9;2; ; ;4;2;14;12; ; ; ; ; 
Buenos Aires;GENERAL ARENALES;Estatal;Rural;7;7;7; ; ; ; ; ;4;3;1;1;2;1;5;4; ; ; ;6;1;1;1;1;1;1; ;1; ; ; ;5;2; ; ; ;3;5; ; ;6;6;2;3; ;4; ;3;3;3; ; ; ; ; ;4;2; ; ; ; ; 
Buenos Aires;GENERAL ARENALES;Estatal;Urbano;17;17;17; ; ; ; ; ;14;14;2; ;12;10;14;9; ;4; ;12;6;6;2;1; ;4;3;4;1; ;2;4;10;3;1;4;9; ;4; ;17;10;8;11;4;9;8; ;11;10; ;1; ;4;4;12;11; ; ; ; ; 
Buenos Aires;GENERAL ARENALES;Privado;Urbano;8;8;8; ; ; ; ; ;8;7;1; ;4;2;8;4; ;1; ;5; ; ; ; ; ; ; ; ; ; ; ;2;3;3;2; ;5;1; ; ;8;3; ;4;3; ; ;8;1; ; ; ;1;5;4;4;4;1;3;2;3; 
Buenos Aires;GENERAL BELGRANO;Estatal;Rural;19;19;18;1;1; ; ; ;14;13;4;4;5;5;10;7; ; ;1;11;6;2;3;2;1;1;2;5;2; ; ;18; ;1;1; ;4;16; ;1;9;17;6;6; ;6;5;8;10;9; ; ;1;3; ;12;6; ; ; ; ; 
Buenos Aires;GENERAL BELGRANO;Estatal;Urbano;16;16;16; ;1; ; ; ;12;8;6;1;4;4;14;4; ; ;1;13;3;5;3;1; ;2;2;1; ; ; ;11;2;2;1;1;9;2;2;1;15;6;6;4;1;9;3;4;3;3; ; ; ;2;1;13;8; ; ; ; ; 
Buenos Aires;GENERAL GUIDO;Estatal;Rural;22;22;16;3;6;1; ; ;12;18;10;4;3;2;19;5; ;1;1;11;9; ;1; ; ; ;1;1; ; ; ;19;2; ; ; ;3;16;1;2;15;18;7;10;4;16;2;4;6;5; ; ;1;4;2;10;6; ; ; ; ; 
Buenos Aires;GENERAL JUAN MADARIAGA;Estatal;Rural;20;20;17; ;3; ; ; ;12;15;8;2;2;6;15;7; ;1; ;10;10;2;4;1;1;1;1;2;2; ; ;19; ; ;1; ;2;15;2; ;9;19;5;6;1;10;5;5;5;5; ; ; ;1; ;11;4; ; ; ; ; 
Buenos Aires;GENERAL JUAN MADARIAGA;Estatal;Urbano;32;32;32; ; ; ; ; ;23;24;19;6;13;13;27;17; ;1;3;21;16;8;5;2; ;1;1;8; ; ; ;25;5;1;8;2;15;8;6;1;27;27;15;15;6;19;8;5;15;14; ; ;1;8;4;27;19; ; ; ; ; 
Buenos Aires;GENERAL JUAN MADARIAGA;Privado;Urbano;4;4;4; ; ; ; ; ;4;4;4;2;4;4;4;4; ;1; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3; ;3;1; ;2;4;4;2;2; ; ; ;4;3;1; ;2; ; ; ;3;2; ; ;1;1; 
Buenos Aires;GENERAL LA MADRID;Estatal;Rural;20;20;15;1;4; ; ;1;11;17;13;4;6;8;19;6; ;3;1;17;8;5;5;4;1;2;3;7;1; ;2;10;8;2; ; ;6;9;6; ;16;17;9;10;1;10;7;3;10;8;1; ;1;2; ;15;9; ; ; ; ; 
Buenos Aires;GENERAL LA MADRID;Estatal;Urbano;18;18;17; ;1; ; ; ;10;14;6;2;10;5;10;4; ;1;3;12;3;4;5; ; ; ;3;3; ; ; ;8;4;5;2; ;8;5;4;2;13;13;10;7;2;3;9;6;4;2; ;1;1;3;1;14;9; ; ; ; ; 
Buenos Aires;GENERAL LAS HERAS;Estatal;Rural;22;22;22; ; ; ; ; ;15;17;8;2;7;9;15;6; ;4; ;12;7;2;4;1;1;1;3;3; ; ;1;19;2; ;1; ;6;15;1;2;13;20;5;5;2;11;6;5;6;5; ; ;1;4;1;11;5; ; ; ; ; 
Buenos Aires;GENERAL LAS HERAS;Estatal;Urbano;12;12;12; ; ; ; ; ;8;8;5;2;3;4;8;4; ;2;1;8;2;3; ; ; ;1;1; ;1; ; ;11;1; ;2; ;8;3;1;2;8;10;4;6;3;4;4;4;9;9; ; ; ;2;2;8;7; ; ; ; ; 
Buenos Aires;GENERAL LAVALLE;Estatal;Rural;17;17;10; ;7; ; ; ;10;12;7;3;5;2;13;7; ;2; ;9;3;5;4;2;2;3;2;4;4; ;1;12;4; ; ;1;4;9;1;2;9;9;4;3;2;6;4;7;10;10; ; ; ;3; ;15;6; ; ; ; ; 
Buenos Aires;GENERAL PAZ;Estatal;Rural;29;29;29; ; ; ; ; ;17;24;15;5;8;7;23;9; ;7;3;21;16;3;4; ;2;4;1;2;2; ;1;27;2; ;1;1;8;19;2;2;19;26;6;12;2;14;9;6;17;16; ; ;1;4; ;18;8; ; ; ; ; 
Buenos Aires;GENERAL PAZ;Estatal;Urbano;15;14;14; ; ; ; ; ;11;12;8;3;6;5;12;7; ;3; ;12;6;3;5;1;1;3;1;2;2; ; ;13; ; ; ;3;5;3;2;1;12;12;6;5;3;3;5;6;6;6; ; ; ;1; ;11;6; ; ; ; ; 
Buenos Aires;GENERAL PINTO;Estatal;Rural;20;19;18;1; ; ; ;1;9;13;8;1;3;5;14;5; ;2;1;10;9;4;3; ; ;1;1;1;1; ;1;14;1;3;2; ;7;8;3;1;15;14;6;6;1;6;6;8;7;6; ; ;1;8;3;12;7; ; ; ; ; 
Buenos Aires;GENERAL PINTO;Estatal;Urbano;10;10;10; ; ; ; ; ;7;10;1;1;2;3;10;3; ; ;1;7;6;3;1; ; ;1;2;2; ; ; ;6;1;3; ;1;5;5; ; ;10;4;3;2;2;8;2; ;4;3; ; ;1;3;2;9;8; ; ; ; ; 
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;34;34;34; ; ; ; ; ;22;26;12;5;11;11;27;12; ;4;1;27;6;8;8;1;2;2;2;1;2; ;2;20;5;2;6;1;5;14;3;2;24;16;10;11;5;20;6;8;16;16; ; ; ;8;1;26;11; ; ; ; ; 
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;266;264;264; ;3; ; ; ;223;205;126;58;118;124;255;127; ;30;11;222;56;90;67;15;18;37;48;32;30; ;11;216;20;15;69;15;144;31;40;27;247;185;136;110;44;147;57;61;132;107;14;2;9;67;37;229;174; ; ; ; ; 
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;232;232;230;3; ; ; ;1;222;186;159;141;162;145;224;142; ;53;13;220;45;48;34;26;32;53;43;53;30; ;12;2; ;229;67;36;157;13;22;56;230;206;96;171;120;2; ;230;134;57;33;40;4;128;102;133;89;19;63;53;50;1
Buenos Aires;GENERAL RODRIGUEZ;Estatal;Rural;10;10;10; ; ; ; ; ;8;8;5;1;5;9;9;4; ;2; ;9;3;2;2; ; ;1;2;2;1; ; ;2;1; ; ; ;2;1; ; ;3;3;1; ; ;8;2; ;7;7; ; ; ; ; ;6;3; ; ; ; ; 
Buenos Aires;GENERAL RODRIGUEZ;Estatal;Urbano;68;68;67; ; ; ; ;2;40;46;22;6;11;13;54;11; ;5;3;49;12;14;13; ; ;2;4;6;1; ; ;19;7;3; ; ;20;4;4;4;28;14;13;9;2;32;17;19;27;22;1; ;4;7;3;56;44; ; ; ; ; 
Buenos Aires;GENERAL RODRIGUEZ;Privado;Urbano;27;25;25;1; ; ; ; ;17;17;12;13;10;8;24;13; ;4; ;22;2;3;5;2;3;5;4;3;3; ; ; ; ;25;6; ;19;3;2;2;25;22;9;10;8;1; ;24;10;3;4;3; ;9;7;16;10; ;5;7;6; 
Buenos Aires;GENERAL SAN MARTIN;Estatal;Urbano;178;173;173; ; ; ; ;1;136;159;114;89;82;78;164;64; ;24;16;148;66;60;48;9;10;24;29;26;13; ;7;150;5;11;23;14;115;12;20;23;163;142;101;79;36;85;38;50;107;96;4;3;4;49;32;149;111; ; ; ; ; 
Buenos Aires;GENERAL SAN MARTIN;Privado;Urbano;119;119;119; ; ; ; ; ;106;104;84;80;84;72;117;46; ;24;17;112;13;27;19;13;18;19;19;24;6; ;4;1; ;117;23;22;80;3;9;16;118;87;42;73;93;1; ;118;47;15;20;10;2;90;74;72;50;15;37;32;35;5
Buenos Aires;GENERAL VIAMONTE;Estatal;Rural;23;23;23; ; ; ; ; ;13;16;7;3;7;8;17;5; ;2;1;11;7;2;5;2;3;2;2;5;1; ;2;14;3;4;2; ;7;13;1;2;15;20;7;9;3;12;4;7;6;6; ; ; ;4;2;14;6; ; ; ; ; 
Buenos Aires;GENERAL VIAMONTE;Estatal;Urbano;15;15;15; ; ; ; ; ;14;14;6;2;6;7;14;7; ;4;2;14;6;8;7;1;1;1;3;4; ; ;2;11;3;1;2; ;7;2;4;3;14;12;11;7;4;13;1;1;8;7; ; ;1;4;4;15;14; ; ; ; ; 
Buenos Aires;GENERAL VILLEGAS;Estatal;Rural;49;49;48;1;3; ; ;1;28;37;23;14;14;15;43;18; ;3;1;31;4;10;12;5;6;4;5;13;6; ;1;28;15;4;10; ;21;21;6;2;34;40;18;15;9;18;21;10;20;16;4; ; ;13;6;35;18; ; ; ; ; 
Buenos Aires;GENERAL VILLEGAS;Estatal;Urbano;28;27;27; ; ; ; ; ;15;21;11;5;6;5;19;10; ;3;3;19;5;10;7;2;1;3;3;3;4; ;1;19;5;2;3;3;11;8;1;7;21;22;13;11;8;8;11;8;13;12;1; ; ;8;6;24;18; ; ; ; ; 
Buenos Aires;GUAMINI;Estatal;Rural;27;27;25; ; ; ; ;2;21;20;7;3;8;9;20;5; ;4;2;15;3;5;7; ; ;2;4;3;1; ;2;18;8;1;5; ;6;21;1;1;18;24;5;11;3;11;4;12;12;11; ; ;1;8;3;19;8; ; ; ; ; 
Buenos Aires;GUAMINI;Estatal;Urbano;16;16;16; ; ; ; ; ;12;13;6;1;6;5;13;6; ; ;2;11;1;7;4;1; ;3;2;2;1; ; ;10;5;1; ; ;8;7;2;2;14;9;8;7;1;6;7;3;2;2; ; ; ;4;1;14;12; ; ; ; ; 
Buenos Aires;HIPOLITO YRIGOYEN;Estatal;Rural;9;9;9; ; ; ; ; ;8;8;2;2;2;2;7;3; ;1;1;5;1;2;2; ;1; ; ; ;1; ;1;3;1;1; ; ;2;2; ;1;4;3;1;3; ;6;2;1;1;1; ; ; ; ; ;5;1; ; ; ; ; 
Buenos Aires;HIPOLITO YRIGOYEN;Estatal;Urbano;8;8;8; ; ; ; ; ;8;8;5;3;2;5;8;5; ;1;1;8;4;3;3; ;1; ;2;1;2; ; ;7; ;1;1;1;3;3;1; ;8;8;5;5;1;6;1;1;4;3; ; ;1;3; ;7;3; ; ; ; ; 
Buenos Aires;HURLINGHAM;Estatal;Urbano;95;95;95;1; ; ; ; ;83;75;50;20;32;40;91;27; ;17;7;79;36;36;26;7;4;15;18;11;8; ;8;84;4;3;19;4;70;4;10;13;91;74;57;36;17;53;24;18;55;48;1; ;6;21;17;78;57; ; ; ; ; 
Buenos Aires;HURLINGHAM;Privado;Urbano;50;50;50;2; ; ; ; ;33;40;36;35;28;25;49;22; ;13;7;48;5;7;9;9;12;9;8;13;10; ;4; ; ;49;13;6;34;2;5;7;49;40;27;35;31; ; ;50;27;6;13;8; ;36;32;36;27;1;9;9;12;2
Buenos Aires;ITUZAINGO;Estatal;Urbano;69;69;69; ;1; ; ;1;57;63;35;15;26;28;67;23; ;8;4;59;21;22;19;7;4;9;9;12;7; ;2;61;3;3;18;7;41;3;4;16;67;40;32;24;12;44;15;10;39;37;1; ;1;21;15;63;55; ; ; ; ; 
Buenos Aires;ITUZAINGO;Privado;Urbano;68;68;68;6; ; ; ; ;50;57;51;45;46;34;64;28; ;14;7;60;13;14;13;5;13;6;7;11;5; ;2; ; ;68;25;9;47;5;8;9;66;53;26;47;47;2; ;66;33;14;12;6;1;46;44;41;30;8;20;19;21;4
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;114;114;114; ; ; ; ; ;70;74;35;13;27;32;94;19; ;2;5;86;16;30;28;4;4;8;14;15;5; ; ;90;4;6;6;5;49;9;22;17;94;65;47;38;10;48;32;34;51;44;1; ;6;11;7;97;77; ; ; ; ; 
Buenos Aires;JOSE C. PAZ;Privado;Urbano;59;57;57;2; ; ; ; ;47;44;29;30;31;31;52;27; ;8;2;53;7;8;9;3;7;12;13;12;10; ;1;1; ;55;21;7;38; ;5;12;56;28;18;27;27; ; ;57;22;8;4;9;1;32;30;32;23;2;20;21;17;1
Buenos Aires;JUNIN;Estatal;Rural;27;27;27; ; ; ; ;1;15;19;4;4;5;2;17;6; ;1;1;16;4;4;4; ; ;1; ;4;2; ; ;16;7;1;3; ;14;9; ;3;19;21;6;9;2;10;6;11;9;9; ; ; ;4;1;13;7; ; ; ; ; 
Buenos Aires;JUNIN;Estatal;Urbano;74;74;74;1; ; ; ; ;53;57;37;13;28;28;67;27; ;6;4;62;18;18;13;2;2;9;6;11;5; ;2;55;9;7;10;4;50;8;10;4;64;56;31;32;15;24;19;31;39;30;1;3;5;19;8;61;42; ; ; ; ; 
Buenos Aires;JUNIN;Privado;Urbano;28;28;28; ; ; ; ; ;26;24;19;15;16;15;27;15; ;3;2;28;1;8;3;3;4;5;5;7;3; ;2; ; ;28;12;1;17; ;2;1;27;23;13;19;15;2;1;25;17;7;4;6; ;14;11;20;13;3;10;8;7;1
Buenos Aires;LA COSTA;Estatal;Urbano;55;54;53; ; ; ; ;1;37;49;27;8;14;15;48;12; ;1;2;41;15;19;15;5;5;5;9;12;3; ;1;24;25;5;14;4;43;1;2;7;53;22;25;19;8;40;8;7;23;16;1;1;5;11;7;48;38; ; ; ; ; 
Buenos Aires;LA COSTA;Privado;Urbano;19;18;18; ; ; ; ; ;15;12;10;5;8;8;17;3; ;1; ;17; ;3;2;1;2;1; ;1;1; ;1; ;1;17;6; ;10;1;2;2;18;14;6;12;4;1;1;17;9;8; ;1; ;8;5;8;7; ;6;7;4; 
Buenos Aires;LA MATANZA;Estatal;Urbano;615;590;589; ;1; ;1;1;370;468;239;84;163;168;524;144; ;48;33;472;100;141;129;30;9;50;67;78;31; ;12;506;17;19;142;23;287;41;71;94;526;394;295;203;102;301;171;130;253;223;7;2;21;155;91;525;410; ; ; ; ; 
Buenos Aires;LA MATANZA;Privado;Urbano;374;374;374;11; ; ; ;1;312;292;218;202;231;203;347;157; ;68;24;353;42;61;49;24;29;56;54;43;20; ;9;2;1;361;146;28;225;25;25;76;361;249;97;200;218;5; ;369;161;81;50;28;2;242;203;182;118;29;135;115;114;10
Buenos Aires;LA PLATA;Estatal;Rural;9;9;9; ; ; ; ; ;6;8;2; ;3;1;6;2; ;2;1;7;1;2;3; ; ;2;1;1;1; ; ;7;1; ;1; ;2;5;1; ;7;4;2;2;1;4;3;2;2;1; ; ;1;3;1;7;4; ; ; ; ; 
Buenos Aires;LA PLATA;Estatal;Urbano;355;344;344;3; ; ; ;1;224;277;147;52;106;102;297;112; ;43;20;237;74;83;83;23;12;27;33;50;28; ;14;274;19;20;45;10;218;25;37;40;309;213;170;108;47;185;74;85;152;141;3;4;4;91;42;316;218; ; ; ; ; 
Buenos Aires;LA PLATA;Privado;Urbano;317;301;300;9;4; ; ;1;221;251;181;165;163;122;288;155; ;47;19;279;38;31;45;19;24;38;29;45;30; ;7; ;2;297;77;14;225;16;18;56;299;235;123;186;90;5;3;294;113;63;23;23;4;83;70;172;138;6;72;62;67;6
Buenos Aires;LANUS;Estatal;Urbano;212;211;211; ; ; ; ; ;162;169;96;29;83;76;188;74; ;22;14;167;52;66;54;13;6;30;32;25;22; ;10;185;9;10;47;7;122;13;33;36;201;147;101;90;42;107;55;49;87;81;1; ;5;49;28;179;128; ; ; ; ; 
